created_at,text
2025-05-18 23:40:35,유심 바꾸기 전에 뭐 해놔야 하지? 귀찮아서 안 찾아봤는데 갈 때 되니 급 걱정되네.. 다시 인증받고 로그인 풀리고 지워지고 그런거 많을까봐..
2025-05-18 23:39:13,아 유심 바깠더니 사원증이 안된다 ㅡㅡ
2025-05-18 23:31:16,"어우 부럽
기변이면 유심 안바꿔줄까유?"
2025-05-18 23:30:46,아 오늘 유심교체 하러 가야하는고나
2025-05-18 23:06:15,이재명 지지하는 중국유심칩들 많겠구나. 그렇지않고서야 저리 무식하고 천박한 자를 대통령후보로 계속 밀 수가 있나?
2025-05-18 22:38:36,참 곤란한 여인이로구만... 근데 난 태블릿 생각보다 안 들고 다니게 되더라 무거워서 그런가? 따로 유심 안 박아서 와파 없으면 곤란한 이유일지도... 막 원해!! 보다 필요해!!! 면 사라고 부추겼을 텐디 말야
2025-05-18 21:24:01,"유심 교체한 이용자, 18일 기준 210만 명… 유심 교체 예약자 669만 명
지난달 번호이동 23만7000명에 집단소송까지… SKT ‘고객신뢰 위원회’ 발족"
2025-05-18 20:57:19,"SK텔레콤 유심 해킹 피해자 9천여 명, 46억 원 규모 손해배상 공동소송 제기"
2025-05-18 20:10:05,왱? 나도 유심 변경 예약하고 기다리고 있는 중인뎅
2025-05-18 18:04:17,"유심 잠기면 우선 폰 안꺼짐, 유심 빼서 와이파이로라도 폰 쓰려고 전원 켠 상태로 유심 빼면 오류가 생기거나 그 유심을 이용한 통신에 제한 걸려 대리점 가야한다고 함. 월요일 새벽에 이런 정보를 알게될 거라곤 상상도 못했다..휴"
2025-05-18 17:59:02,유심잠금해제할 수 있는 puk보려면 본인인증 해야하는데 폰 먹통되니 인증수단 쓸 수 있는게 거의 없어서 진땀뺐음.. 본인인증 스스로 못하면 최후의 수단은 신분증 들고 대리점 가서 puk 받아오는 것.. 대리점 갈때까지 폰없이 살아야함...
2025-05-18 17:55:37,"다들 유심비번 잊지마시고..유심 교체 안하신분들은 폰 업뎃 아직 하지마시고. 통신사 홈페이지에서 puk 번호 조회해서 미리 메모 해놓으세요.. 폰 외에 2차 인증수단(공동인증서, 아이핀..)도 마련해놓으시고..바꾼 비밀번호 잘 정리해서 기록해놓으시고..."
2025-05-18 17:50:39,"유심잠금해놨는데 업뎃하면서 폰껏켰함, 아무 생각없이 폰비번 눌렀는데 안켜짐, 잘못쳤나 해서 또쳤는데 안넘어감, 자세히 보니 유심비번 쓰라고 써있음2번 잘못써서 기회 1번 남았는데 비번 생각안남..비번 써논거 이 장소에 없음.. 새벽에 쌩난리쳐서 간신히 방금 폰 켬.."
2025-05-18 17:26:34,"SK 정보 유출 사건 이후 엄마 아빠랑 몇 번 통화했는데 오늘 아빠가 취한 김에 속을 털어 놓았다. 본인은 세상 물정 모를 정도로 밤낮 일하고 잠자는데 나이 든, 자기 같은 사람을 세상이 밀어내는거 같다고. 이런걸 본인이 알 턱이 있냐면서 나한테 대체 유심이 뭐고 본인이 뭘 해야하냐고 묻는다"
2025-05-18 17:05:35,"유럽 유심 끼니까 
사진 찰칵 소리가 안 나서 너무 신기해요"
2025-05-18 16:32:56,내일 드디어 유심교체 하러갑니당
2025-05-18 16:29:15,구단은 자존심이란게 없음? 구마유심은 냅두라고식으로 대놓고 겜하는데도 쪽팔리지도 않나봄 나같으면 스크래치 긁혀서 아 씨발 당장 금재써야겠다 이러겠다
2025-05-18 16:28:58,급히 잡동사니 박스를 뒤져서 유심용 핀을 찾아내고 ( 의식 영역에서는 기억을 못하는데 무의식이 찾아줌) 그걸로 급히 예전 폰에 유심 긴급이식.. 그와중에 충전기들 상태가 단체로 아픈지 정상 충전이 안되는... 일단 1차 포기를 하고 중고폰을 이 새벽에 주문해둔 상태로 서브폰을 들고 업무를 가야
2025-05-18 16:11:32,SKT 유심교체 누적 210만명...유심 재설정 10.9만명 (출처 : 지디넷코리아 | 네이버 뉴스)  우리가 어긴 약관은 약관이 아니고 니네가 어긴 약관은 법이다. 라고 외치는 SKT. 한국의 기업들은 원래 죄 재수없지만 이렇게 대놓고 자기가 만든 약관도 안지키겠다는 기업은
2025-05-18 15:54:38,"그래서 유심 바꿔도 소용없는거야?
어떤 얘기가 맞는건지.."
2025-05-18 15:48:45,유심 바꾸라고 문자왔다 오예에 내 차례구먼
2025-05-18 15:41:32,"도착하면 딱 살거

썬크림
유심
밥
폼클렌징

워요쩡도-?"
2025-05-18 15:31:41,하지만 고단해서 연차 썼다. 유심이나 바꾸러 가야지.
2025-05-18 15:20:43,유심 빨리 받는 법 해외여행 가기
2025-05-18 15:20:21,유심 ㅃㄹ 와라
2025-05-18 15:07:40,맘같아선 여행 타래 만들어서 공유하고 싶은데 유심 없어서 데이터를 못켜요 우우ㅠㅠ 간간히 연락 찔끔찔끔씩..
2025-05-18 14:54:10,"나도 유심 신청 했는데 재설정 하면 된다 해서 어떻게 해야되나 했는데 문자 마지막에 매장으로 가면 대기 번호 없이 바로 된다고 적혀있긴 하던데.. 가봐야 되나 처음 떴을때 교체 했었어야 하나 이거 뭐 어떻게 되어가고 있는건데,,,"
2025-05-18 14:49:58,요새 개인정보 유출 사건 유심침에 이어서 노출이 많지? 사펑세계관 보는 듯함 이제 나는 기초적인 임플란트 달아야할듯함
2025-05-18 14:26:55,"웬 아저씨가 유심칩 사라고 영업해서 이야,,, 아리가타이케도 다이죠부데스. 하고 단호박 먹이고 온 기억 밖에 없네요..."
2025-05-18 14:15:34,무슨 일이 있었냐면요 영상찍는 도중에 배터리가 나갔는데 다시 키니까 유심 비밀번호를 넣으라네? 근데 3번을 다 틀려서 잠김.. 통화 인터넷 안됨 시계조차 안보임 마데분들한테 전화 빌려서 겨우 집 옴 진짜 감사합니다ㅜㅜㅜ
2025-05-18 14:02:34,"Sk 유심 왜캐 소식이 없어?
언제 교체해 주는거야...."
2025-05-18 13:54:45,낼 유심 바꿔야해..
2025-05-18 13:04:30,캬 유심셔틀
2025-05-18 12:52:55,[Opinion] The SKT SIM hacking incident... MZ generation won't stand for it [MZ 톡톡] SKT유심 해킹 사건…참지 않는 MZ세대 by 이승희 브랜드마케터
2025-05-18 12:44:43,"""유심만 바꾼다고 끝?"" 스마트폰 해킹에 완벽 대처하는 법 (노말틱 해커 1부)  -"
2025-05-18 12:24:25,2조원짜리 SKT유심이 도착함
2025-05-18 12:24:18,유심칩 이심으로 바꾸는거 괜첞은가
2025-05-18 12:19:55,아.. 이시간에 갑자기 유심 고장난거 실화? 내일 어떻게 하라고..
2025-05-18 12:14:37,아 그게 (확인은 해보셔야 하는데) 예전 유심이 비활성화된채로 꽂혀 있고 e-sim으로 가입정보가 이전된 것인데 폰은 SIM 두개를 그대로 인식하고 연결을 시도하니까요. 예전 SIM(유심)으로 발신도 수신도 안되는 문제로 보입니다. 전화를 받을 수 있는 이유는 e-sim으로 전화가 와서 …
2025-05-18 12:14:31,"정말 딴 얘기지만 제가 폰이 오늘 완전 고장 낫거든요, 공기계로 유심 옮겨서라도 써보려고 했는디 하필 유심도 막혀서(skt…), 솔직히 별 일 아닌데두 오늘 이상하게 기분이 내내 쳐지더라구요
그러다가 탐라 드러와서 탘긴 누나들 트윗이랑 연성보구 다시 마음이 매우 좋아졌어요, 언제나 감사합니다"
2025-05-18 12:10:16,"21일에 유심 바꾸고 삼서역에 있는 굿즈샵 가볼까 

접률이 왜 뒤졌냐면 뒷계살이 해요 ㅖ
+네크로 댄서 잼나요 히히"
2025-05-18 12:09:59,(아니면 유심을 제거하시고 폰을 껐다 켜시면 됩니다)
2025-05-18 12:08:14,혹시 … 다른 유심이 꽂혀 있으먼 그 SIM을 꺼야 합니다. 아이폰이시라면 셀룰라 메뉴에 가셔서 SIM하나를 꺼야 합니다.
2025-05-18 12:07:57,SK 대리점들이 엑페 구조 몰라서 마이크 홀에 유심핀 끼우려 했다는 충격적 증언 속출중;;
2025-05-18 12:05:52,"중국 여행 필수 어플 열심히 찾아보는 중...

1. 바이두 지도 : 회원가입 / 즐겨찾기 등록 완료
2. 알리페이 : 다음주에 신용카드 오면 등록
3. 파파고 : 다운로드 완료
4. 유심 : VPN 되는 걸로 찾아보기"
2025-05-18 11:12:40,드디어 유심 교체 문자옴
2025-05-18 10:51:58,풉~ 유심도 학력이 있음?
2025-05-18 10:50:16,유심교체 못하는 대 리 점
2025-05-18 10:42:55,마참내 유심 교체
2025-05-18 10:36:00,유심유출시키는속도로 쳐진다는 말에 눈물이난다
2025-05-18 10:26:26,유심이 와서 내일 바꿔야되는데....엄마가 폰 제출하고 가라고함...... 젠장 나 하교할때 히세돌 신곡들 듣으면서 갈려고 했단 말이야.....(근데 새폰으로 갈아타서 폰꾸미기 할수 있음)
2025-05-18 10:24:38,대륙남 유투브 댓글였나.. 보니 화짱조 같은데 한국은 유심 바꾸는 것보다 대통령을 더 쉽게 바꾼다고 조롱함.
2025-05-18 10:19:32,"아니 씨발 남자 미쳤나?
남찍사는 저런데                이건대체왜이런거야..
님 전면카메라 해킹당한듯
당장유심바꾸시긔"
2025-05-18 09:58:09,구마유심 교체좀 ㅠㅠ ㅆㅂ
2025-05-18 09:52:20,낼 유심교체하고 캐비넷에 붙일 수납장하나 사고 또 머더라 제발 글 좀 써서 업로드하고 또 머있지 개바빴는데
2025-05-18 09:44:08,"전 아이즈모바일인데 sk망이어서 유심 교체 기다리다 화딱지가 나는 중이었거든요.
여기도 kt망에 밀리 패키지가 있네요"
2025-05-18 09:43:41,유심 교체 하라고 연락왔던데 평일에 못 가면 죽음뿐인가
2025-05-18 09:34:32,"2025년 유심 보호 서비스, 어떤 걸 선택할까?   
해외 출장 또는 금융 거래가 많다면 SKT의 실시간 감시 서비스가 딱!   
간편한 설정을 원한다면 KT가 좋고,  
복제 걱정 없이 안전함을 원한다면 LGU+를 추천!   
안전한 스마트폰 사용, 지금 바로 확인해보세요!"
2025-05-18 09:32:28,"하 조낸 열받네 진짜 

이플  이개샛키 사이트 가입 다시 도전해보려햇는데 유심에서 좆대서 걍 계정 빌릴까 하다가 운 없음 걸려서 못들어간다해가지고 이것도 ㅈㄴ 고민되네"
