created_at,text,like_count
2025-04-19 23:53:22,"문제는 자급제폰을 바꿀때마다.. OMD, MAC변경 신청? 이걸 해줘야~ 그래서.. 저는 그냥, 중고폰을 구입후 쓰던유심 교체해서 씁니다.
* 통신사가 자급제폰 엄청~ 귀찮게 만들어놓았어요..",1.0
2025-04-19 23:53:21,"일본 유심 데이터

유튜브 등 영상 안보고 
카톡 구글맵 SNS만 한다면
하루에 2기가짜리 상품으로 충분

유심홀릭이 가장 쌈

로밍망이 아닌 현지망 제품
4G가 아닌 5G eSIM 추천",0.0
2025-04-19 23:51:15,"음... 원래 메이저 통신사든.. 알뜰통신사든.. 메이저통신사의 망을 사용하기에.. 대중교통 무료 Wifi를 사용할수 있는데요..
자급제 스마트폰의 경우, 쓰던유심으로 전화는 개통되도.. 
해결방법 : 통신사 대리점에서 OMD MAC주소를 변경해줘야 지하철 Wifi 연결이 되는 오류도 있더라고요..",1.0
2025-04-19 23:49:46,내 한국 유심칩 들어잇은 공기계폰이 안 보임.. 어디둿지,1.0
2025-04-19 22:32:44,데이터유심을 하루치를 덜 사서 이거 샀는데 일본에서는 최소 3마넌 이상만 파는듯....이거 안되면 진쩌 망한다 ㅡㅡ 사는거 부터 종이 쪼가리만 있길래 뭔가 했는데 카운터에서 실물 갖다줌... 근데 겁나 오래걸림,0.0
2025-04-19 22:01:23,유심칩 빡대갈들을 어떻게 이겨......,0.0
2025-04-19 21:54:26,아이디가 딱 봐도 유심칩이네,1.0
2025-04-19 21:44:56,유심칩 개딸들 더 풀겠네ㅋㅋㅋㅋ,0.0
2025-04-19 21:35:17,"맨처음 중고로샀던 아이패드 2세대 유비트 구버전으로 과금도 조금 했던앱이 있어서 그냥 남겨뒀었는데..

어짜피 안해서 팔던가 버리던가 하려고 리셋하니까 유심얘기나온다..

이거 셀룰러였네..",0.0
2025-04-19 21:24:58,찾으면서 저렴한 데 발견함. 어쩐지 주변 사람들은 다 유심 안 교환하더라니. 다들 QR코드로 했었나 봐.,0.0
2025-04-19 21:21:07,어우 한참돌아다녔넴...얼마나 돌아다녔냐면 유심을 잃어버릴만큼...^^ (사정이 있었답니닷...),2.0
2025-04-19 20:45:29,저 지금 너무 화나요 유심 잘못 되어서 번호 날렸어요 레쥬메도 그 번호로 뿌렸는데ㅠㅠ,1.0
2025-04-19 20:38:07,"무속인이 내걸은 탱화를 잘보면 이 무속인의 서번트를 미리 엿볼 수 있습니다.
2025-04-19 18:55:42,네ㅜㅜㅜㅜㅜㅜㅜㅜㅜ유심이 인식안된다 해가꼬 엉엉 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ 이제 되네양,0
2025-04-19 18:54:53,ㅋㅋ큐ㅠㅠㅠ 백작이 이상하게 사람 많으면 안 터지더라고요 미아 땐 안∥그랬는데...",
"그거랑 별개로 유심 인식이 안 된다고 트잇하신건 봤어요""",0,
2025-04-19 18:46:02,유심 열심히 돌리는 중!,9.0
2025-04-19 18:45:55,갑자기 핸드폰이 유심 업다고 계속 안대ㅠㅠ,1.0
2025-04-19 17:21:45,유심 배송기다리는거랑 뭐가다름…?,0.0
2025-04-19 17:18:42,"kt쓰는 트친있나요?
오늘 kt 데이터 왤케 안터지지....
와파랑 타통신사유심인 폰은 잘터지는데 kt데이터만 지금 너무 안터져요",0.0
2025-04-19 16:25:56,미치겠네 유심인식안돼서 전원 껐다켜기를 몇번째하는거,1.0
2025-04-19 16:12:58,유심들 비상걸렸을듯 ㅋㅋㅋ,8.0
2025-04-19 15:45:27,"이 개딸놈은 이재명의 좋같음을 받아들이는 5단계 중 '부정' 단계ㅋㅋㅋ 재명이가 새로 산 유심칩인가봉가?ㅋㅋㅋ

부정 -> 분노 -> 협상 -> 우울 -> 수용",5.0
2025-04-19 15:01:31,여유도 좀 있고... 하고 박성짅이 좀 답지 않게 뚝딱거리는 모습에 이 햄이 와이러지? 싶어서 윤도욵 방금 막 일어나서 뻑뻑한 눈 두어번 빠르게 깜빡거리고서 박성짅을 좀 유심 쳐다봄. 뭔가 묘하게 평소랑 다른 거 같음. 조금 긴 머리카락 원래는 흐트러지는 거 싫다고 세팅 좀 하고 나가는 편인데,9.0
2025-04-19 14:53:44,매일 유심 바꿔 쓰다가 이심 처음 도전해봐 두렵고 막 그래,0.0
