created_at,text,sentiment,score
2025-07-07 23:43:56,"기본 안 지킨 SKT, 보상도 미흡",negative,0.010200262069702148
2025-07-07 23:38:48,"SKT '위약금 면제'에 이탈 급증…하루 1만7천여명 번호이동 - 
#thdtjsdn #message #주식 #NASDAQ #BTC",negative,0.24075734615325928
2025-07-07 23:22:02,SKT·네이버 AI데이터센터 '지역행' 이유는 '전력 수급',negative,0.15201061964035034
2025-07-07 23:08:44,이제 SKT를 뭐하러 믿나!,negative,0.12260353565216064
2025-07-07 23:02:16,"SKT와 예스24 사고를 바라 보면서

정보 자산의 계정 정보가 유출되어도 대안이 없었다는 게 제일 큰 문제였다는 것을 지적하는 보안 전문가가 없었다는 게 어이가 없을 뿐이다.",negative,0.1782541275024414
2025-07-07 22:25:21,SKT 14일까지만 위약금 면제…5천 억 풀어 이탈고객 막기,negative,0.042007267475128174
2025-07-07 22:01:03,"skt는 그간 행실과 서버포맷 등 최근 작태로 봐서는 망해야 하는 기업이 맞는 듯.
고객 민감정보와 정부의 사업허가권을 물로 보는구나.
눈에 뵈는 게 없나…",negative,0.16261017322540283
2025-07-07 21:53:42,Skt는 그냥 통신사퇴출이 답이다 국민을 위해서 사건해결할 생각은안하고 정부가움직이는거보고 행동하는거보면 정신못차렸음,negative,0.1282362937927246
2025-07-07 21:25:40,본인들 잘못은 인정 안하고 이재명 정부 때문에 AI투자가 늦어진다는 SKT는 낯짝이 참 두껍다. 회장 새장가 갈 비용은 있고 AI에 투자 할 돈은 없냐?,negative,0.07029443979263306
2025-07-07 21:01:20,강아지 ~~~,positive,0.944543182849884
2025-07-07 20:12:37,SKT 통신사업 못하게 해야만 한다!,positive,0.5502487421035767
2025-07-07 19:57:23,SKT는 이전에 광고 겁나 때리면서 ESG경영의 선두주자인것처럼 이미지메이킹 했었던게 무색하게 경영자가 문제해결 리스크 관리가 하나도 안되네. 바짝 엎드려 기어도 모자랄 상황에서 할말 안할말 구분 못하고 왜 스스로 벌집통을 건드리지? 진짜 망하고 싶은건가?,negative,0.011147260665893555
