created_at,text,sentiment,score
2025-06-13 23:56:06,왁 유심 바꿔서 보는구나....!,negative,0.07383763790130615
2025-06-13 23:49:58,행복하다 다시 시작 말고 껐다가 키니까 유심 돌아옴,positive,0.8534826040267944
2025-06-13 23:47:09,"제 스스로 벌린 아래에 당신 손가락부터 침까지 넣어져
수치스러워서 고개는 푹 숙이며 아래는 본능에 살아

씹물이 아래에서 울컥 쏟아지고 끝내 오르가즘 일으켜

당신의 말과 행동 하나에 그렇게 달라지는 내 모습
그 모습, 유심하게 지켜봐주실래요?

그렇게 온갖 당신에게 조종을 당하듯 망가질래",positive,0.5603564381599426
2025-06-13 23:36:08,아 유심교체하러 가야지,negative,0.033870697021484375
2025-06-13 20:19:55,SKT 유심 교체자 750만 육박⋯잔여 예약자 225만명 (출처 : 아이뉴스24 | 네이버 뉴스) 아직도 sk를 고집?,negative,0.15085071325302124
2025-06-13 19:15:27,"씻고 유심갈고와서
과제가튼거 해야지
아 씨유가서 가나디 우유 사고 나도 피규어에 머리 싀워야지",negative,0.2451654076576233
2025-06-13 18:49:02,지금이샊ㄱ끼들때문에 테무알리도 가입안한 내 개인정보가 좃되서 유심쳐바꾸기 지랄을 했는데도...?,negative,0.10573071241378784
2025-06-13 17:19:02,시간 알차게 썼넹ㅎㅎ유심바꿔서 그런지 창이 안 열려서 짤로 봄ㅎㅎ,positive,0.5470958948135376
2025-06-13 17:12:52,유심,negative,0.23277485370635986
2025-06-13 17:10:10,"skt가 사고를 쳐서 (물론 중복이 있겠지만) 국민의 절반에 해당되는 2695만건의 개인정보가 유출되고 유심을 바꿔야 할 정도로 문제가 심각함에도, 이에 대해 skt가 정직하게 책임을 지게 했다가 현 대통령과 여당을 싫어하는 언론이 징벌적 손배로 개미들이 운다고 언플하기라도 하면 뭐..ㅋㅋ",negative,0.19158154726028442
2025-06-13 17:02:44,아맞다유심칩바꿔야하는데,negative,0.1132555603981018
2025-06-13 16:45:42,"하… 작업실 예약한 거 미리 취소해둘걸… ㅅㅂ
그럼 일요일 : 성수 - 작업실 & 라떼 연습
월요일 : 행궁동 빠르게 다녀오기
화요일 : 검진 후 마지막 최종 짐 정리

작업실 : 보험, 폰 요금제 + 유심, 폐업 신고, 청년적금, 프린트할 거 정리해서 다 프린트하기(바리스타 이력서)",negative,0.09121847152709961
2025-06-13 16:24:12,대박임 람치 님이 알려주심.. 이거 유심보호서비스 걸려있어서 안되는거엿음!!! 야한 웹툰 볼 수 있다!!(이봐요,positive,0.7621088624000549
2025-06-13 16:22:02,유심 죽었네 어쩌지,negative,0.019384026527404785
2025-06-13 15:38:44,"유심 교체하러 가야하는데 오늘 바빠서 못 감. 
미친.... 오늘까지인데...",negative,0.3038727045059204
