created_at,text,sentiment,score
2025-06-14 23:17:34,오늘 유심(드디어 ㅅㅂ)교체하고 집가서 잔다음 크로키,negative,0.4344989061355591
2025-06-14 21:41:58,김건희 관련 집회는 규모가 너무 작아서 나머지는 유심칩으로 떼웠을 것 같네요,negative,0.07135951519012451
2025-06-14 21:11:55,"샘숭 올려치기는아닌게 샘숭의 악행은 아예 책도 많이나와있고 그렇다 
근데 엘지 발을씻자가 여론 수습하는척도 안하는게 비교된다 이말임 남초밭임(아닐시 제보 바람) 그리고 그 꼭대기에는 사장 아들인지..아무튼 저만행이 있었고 유심 밍기적거리는 skt 마누라 2조 누구 생각하면 위를 보면 아래가",negative,0.10698747634887695
2025-06-14 17:51:03,일본살때 유심파둔거로 열심히 콘서트 원정 다닐 생각이였는데 가수들이 공연을 안해요,negative,0.08994913101196289
2025-06-14 16:48:36,으아아아ㅏ... 핸드폰 A/S 하러 갔는데 전체 교체 해야한다구 해서 급하게 공기계에 유심끼고  트위터 들어와따... 트위터도 파랑새라 웹으로ㅜㅜㅋㅋㅋㅋㅋ,negative,0.14501959085464478
2025-06-14 16:28:27,"만났으니까 있지요
나랑 유심도 찾으러 가주다니 천사트친ㅇㅈ~~",positive,0.9630360007286072
2025-06-14 15:49:30,"왜 새로운 폰이라 말했냐면.. 
유심빼고.. 새로 싹다 갈아서...ㅋㅋㅋ",negative,0.06770670413970947
2025-06-14 15:49:11,"ㅅㅂ
내일 날밝자마자 대리점가야함
아니 ㅅㅂ 애초에 공기계인데도
유심 빼는 걸 깜박한것 뿐인데도
나는 이미 통신사를 옮겨버럈는데도
ㅅㅂsktf**kskt",positive,0.9144670963287354
2025-06-14 15:45:25,아니 ㅅㅂ 유심보호서비스때문인가 ㅆㅂ 예전 폰이 개 좆이 되어부렀음,negative,0.19856393337249756
2025-06-14 15:30:11,"사과랑 포도 배 같은거 꺼내서 씻고 자르는거 유심하게 보다가 얼굴 가려지니까 슬쩍 일어났다가 갑작스레 신재현이 뒤돌아서 움찔함

어디가요?
…….화장실
아아 위치 알죠? 오른쪽에 있어요
…그래

저 놈을 얼굴 넋 놓고 바라봤다고? 박문대 세면대에 손 짚고 멍때림",negative,0.1651729941368103
2025-06-14 15:18:23,"근데 그게 먼뜻이야 나잘모르겟어서 
계정+유심을 준다는거야?",negative,0.19798457622528076
2025-06-14 14:33:35,"팬카페에서
반발하는거보니
전부 유심과
댓글부대는
아니었나보네 ㅎ",negative,0.3245350122451782
2025-06-14 14:28:04,유심개통은 하지 않고 인터넷 접속되는 카메라로 활용하려고 합니다. 앱은 최소로만 설치하고.,negative,0.04021620750427246
2025-06-14 14:26:57,아니 유심에 비번을 걸 수 있었나요?! 근데 심이 안되면 카톡도 안될 수도 있는거구나 어메… 우째요 문자나 전화로는 해결안되는 그게 있는데ㅜㅜㅜㅜ,negative,0.20105499029159546
2025-06-14 14:14:03,오늘 유심교체햣는데 k패스 티머니 삼페에 등록이 안돼서 미치겟늠;;,negative,0.23265820741653442
2025-06-14 14:07:31,"오늘 회사용폰 버스에서 잃어버려서 긴급하게 유심칩 구입했는데 
전화 엄청해서 다행히 기사님이 받으셔서 어케 되찾아왔네... 이게 되네....",positive,0.8988285064697266
2025-06-14 14:06:15,아 유심바꿔야하나,negative,0.03072744607925415
2025-06-14 13:20:46,재가 유심을 바꿔서 연락이 일단 안오구요 ㅠㅠ 엄마가 몰르십니다,negative,0.3842237591743469
2025-06-14 13:18:49,에엥 완전 제대로 나왔는걸요?! 매번 참혹한(ㅋㅋ) 실패를 겪는 고칠보다 잘뽑으셨는데?!?! 동글동글하고 핑크색이고 나방이에요... 나방 날개가 잘 살아있는 점이 개인적으로 엄청 마음에 들어요 (유심),positive,0.9579066634178162
2025-06-14 13:13:04,공주취향일거같아서 유심,positive,0.5621240735054016
2025-06-14 12:52:23,"배송대행도 이번에 유심때문에 처음 해봤어
좋은 결과 있길 ㅈㅂ",negative,0.13675057888031006
2025-06-14 12:38:38,":?!?!////(얼굴을 붉히며 시선을 돌림)
:...오우..ㅅ(약간 불편)
:어머..(유심)",negative,0.22255760431289673
2025-06-14 12:28:27,"사건의전말
:엄빠가 독서실갓다올동안 나몰래 갤럭시25를삼,,그리고내유심해제한다음 내폰이털린것처럼,,,,서프라이즈를하면서나한테,,,나한테갤럭시25를ㄹ,,,,,ㅠㅠㅠㅠㅠ듀어아아아아ㅏ아아아아듀아아아아아ㅏ앙효도를해야됩니다나진짜너무,,ㅠㅠㅠㅠ나느느ㅡㅡㅠㅠㅠㅠ나는ㄴ진짜털린줄알앗는데",negative,0.029197394847869873
2025-06-14 12:15:24,유심 ••,positive,0.5386477708816528
2025-06-14 12:14:30,"안녕하세요, 로빈님! 이미 충분히 뽀... 뽕실말랑귀여움 아닌가?! (제가 나방에 눈이 멀었는지도 모릅니다... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ) 너무 폭신폭신 귀엽게 나왔어요  1짤은 약간 왕족같기도 하고... (유심)",positive,0.9859969615936279
2025-06-14 11:49:25,sk 유심 해킹 사건 이후로 없애놈,negative,0.07016199827194214
2025-06-14 11:45:04,비록 내 폰은 유심칩을 인식이 됐다 말았다 하지만(오래쓰긴 했다 ..),negative,0.1436854600906372
2025-06-14 11:35:04,"대략 15~19세 사이에 만나는 게 가장 어울리는 남자들이라고 생각합니다. (유심...) 
둘은 성격이 정반대인 것 같지만, 홉킨스 씨도 꽤 장난을 좋아하는 남자니까요. 딱 한창 사냥이며 사교며 열올릴 나이대에 프레드릭과 어울리며 자라지 않았을까... ...",positive,0.9615908265113831
2025-06-14 11:21:34,"유심보호서비스 해제하고 일본여행가기
vs
이미털린거같지만 유심보호서비스 지키고 한국에잇기

하정말어려운결정이네요",negative,0.21486884355545044
2025-06-14 11:03:51,"유심교체햇다 드디어 아휴
아니 교통카드 해지하고 드릴게요~ 햇는데 후불이면 안해도 대요~ 하길래 줫다가 집 와서 직접 다시 끼고 해지함 젠장",negative,0.043678104877471924
2025-06-14 10:55:50,아니 유심 교체 받으려고 학원 마치고 개뛰어서 갔는데 불도 다 켜져있고 8시까지라서 갔더만 7시까지만 교환해준대 썅 그래서 그냥 필름만 교체 해달라고 했ㅇ더니 문 잠그면서 필름 교체도 7시까지만 해준단다 에라이 더워죽겠네;( 그럴거면 8시까지라고 하지 말던가요ㅠㅠ 겁나 불친절했어 짜증나,negative,0.018630027770996094
2025-06-14 10:15:41,아씨발… 오늘오전까지유심교체하려햇는데좆됐다,negative,0.3480936884880066
2025-06-14 10:08:56,엄마갸 갑자기 유심 교체하러 가자고 해서 사진 검열함,negative,0.26169002056121826
2025-06-14 09:45:55,유심 빼세요,negative,0.01195138692855835
2025-06-14 09:29:57,유심교체도 하러가야됨 너무 귀찮고~~,positive,0.9257866144180298
2025-06-14 09:24:18,커튼콜 찍지 말걸 ㅠㅠ 찍는데 갑자기 긴급문자? 그거 오면서 카메라가 멈췄다. 갤럭시에 유심 카드 안 넣고 카메라 대용으로만 쓰는데 얘가 왜 와이파이에 연결돼 있는 거야 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 이럴 거면 그냥 돌고래 함성이나 지르며 보내줄걸,negative,0.09206467866897583
2025-06-14 09:22:24,"유심 사고 멤제이도 가입했는데 
너무 어려워요 ㅜㅜ",negative,0.03887438774108887
2025-06-14 09:17:37,드디어 유심 바꿈!!!!!! SKT 반성해라 즌쯔,negative,0.1745637059211731
2025-06-14 09:05:23,유심 바꾸고 공차 갓다와야지,negative,0.051362574100494385
2025-06-14 09:04:04,유심 교체하러 나간 김에 6월 피크민 커뮤데이도 완,negative,0.17868101596832275
2025-06-14 08:44:16,SKT 유심교체 누적 777만명...예약 대기 203만명,negative,0.2611813545227051
2025-06-14 08:30:33,알뜰폰 유심보호서비스 MVNO별 제공현황 | 가입가능 여부 확인 | 통신사별 서비스 비교 -,negative,0.05557280778884888
2025-06-14 08:06:36,"유심교체 사람 많네 ...
호다닥 교체하고 댕출하려고 했는데 ...
얼마나 걸리는 거지 ...",negative,0.04497557878494263
2025-06-14 08:06:07,아니 미성년자는 부모님없이 유심교체도 못해;;;;;;,negative,0.07560133934020996
2025-06-14 08:00:06,"크게 안돌아다니신다면 진짜 준비물로 알려주는것만 챙겨가심 되긴 할거같아요~!!
만약 자유여행 하루라도 껴있으심 지도어플(고덕지도)필요하구 중국 와이파이쓰면 구글도 접속안되긴하는데 요새는 그냥 한국에서 유심 사가니 문제없이 접속 되더라구요...ㅋㅋㅋ 헤헤 잼게 다녀오세욧~~!!(꼬ㅏ아악)",negative,0.4178968667984009
2025-06-14 07:44:25,"유심바꿀지 민증재발급받을지 ㅅㅂ
근데 유심바꾸려면 다시 신청해야해서 한참을또쳐기다려야하고 민증바꾸면 내생일날발급받은럭키민증사라짐",negative,0.08256381750106812
