created_at,text,sentiment,score
2025-04-22 06:53:40,유심칩 당원,negative,0.1428825855255127
2025-04-22 04:41:25,오늘할일: 폰 유심 교체하기 통판보내기 비맞고녹아없어지기,negative,0.054480016231536865
2025-04-22 01:26:43,"트윗 못올린 이유를 말해보겠어요 4월13일에 갑자기 쓰던폰이 지맘대로 전원 꺼지고 그래서 반쯤 맛이 감 그래서 엄마가 집에서 쓰던 폰에 유심 옮김 지금은 잠깐 켜진김에 올림 폰 수도없이 바꿔봤지만 이번에 처음으로 공허함 허전함 좀 크게 느껴서 좀 힘들었음
#일상계_𝕏친소 #우울계_𝕏친소",negative,0.20662027597427368
2025-04-22 01:24:45,아뇨 최대한 어렵고 자극적인 단어를 님 유심에 심어놀꺼에요,negative,0.1823406219482422
2025-04-22 01:15:17,"이번 신상 나온지 얼마안된모양인데 신상 뜨면 입장도 통제하고 구매에도 개수 제한걸리나바
입장할때 ONLY 라인으로만 예약할 수 있는 시간대별 표가 있는데 내가 전화 로밍 안 하고 데이터만 되는 유심칩을 사서ㅋㅋ 라인 로그인할 때 오는 인증문자를 못받아서 나만 못 들어갔어...^^...(ㅠㅠ)",negative,0.47181665897369385
2025-04-22 01:04:33,저건 태블릿 폰은 공기계 있어서 내일 대리점 가서 유심 바꾸려고,negative,0.230385422706604
2025-04-22 00:24:51,아직도 안되면... 유심칩을 한번 빼고 닦고 다시 껴볼까요...,negative,0.4453360438346863
2025-04-21 23:57:50,"아아 그럼 유심만 갈면 
빠르게 옮기면 되겠네요!!",negative,0.27941620349884033
2025-04-21 23:54:30,내일 대리점 가서 유심 바꾸려구요..,negative,0.15035957098007202
2025-04-21 23:51:36,"아..아니면 조금 기다려볼까요..?
유심 뺏다껴서 조금 기다려야될수도,,",positive,0.5709099173545837
2025-04-21 22:38:25,유심이랑 다 어딧노,negative,0.08854657411575317
2025-04-21 22:24:11,(?를 유심하게 바라본다. 네쥬는 아주 춥고 먼 곳에서 자라서 시력과 관찰력은 좋다. 반영될지는 모르겠지만 눈 찌푸려가며 살핀다.),negative,0.4171717166900635
2025-04-21 21:51:46,"새우 많이 들어간 파에야였으면 좋겠다고 생각하다 (꿔바광기있었는데 아… 내일 꿔바 먹으러 가야겟네요) 
뭐 넣었나 유심… 히 보다가 과일도 사가고… 그치 아무래도 집에선 그냥 바로 딲여다가 재우면 되니까 ㅍ.ㅍ` 집에서 맹글다가 어때 맛 괜찮은 것 같아< 하면서 기미를 니힐한테 맡기다",negative,0.0496976375579834
2025-04-21 21:43:57,"저 내일 유심이랑 일본전화번호 받을수있어서
진짜 사장님 ㅂ보러갈수있어요
흐엉엉
밤
zepp 삿포로 가다",positive,0.9388606548309326
