created_at,text,sentiment,score
2025-07-01 23:05:35,아. 몰라당하라해 ** 차피skt야,positive,0.6390047073364258
2025-07-01 18:43:17,Skt 때문인가봐요 ^^..... 저같은  장기이용자는 모든것을 털린거라고 생각하기...하핳 일단 차단도 하고 조치는 취했는데 진짜 짱나요ㅠ 갑자기 알람떠서 ? 했는데 해킹시도라니~~~~ ㅠ 사표님도 조심하세요ㅜㅜㅠ,negative,0.45182985067367554
2025-07-01 18:10:46,나 skt인데 괜찮겠지... 아닌가,positive,0.7319518327713013
2025-07-01 16:45:30,새로운 퀄컴 Hexagon fuzzing 키트가 나왔다길래 모뎀 펌웨어 이미지 뚜껑 따 봤다가... 일부 SKT 라우터에 들어가는 HM-211S 모뎀에 특정 AT 명령을 보내면 모뎀이 다운로드 모드로 뻗어 버리는 현상 발견. 야...,negative,0.2963830828666687
2025-07-01 16:08:48,"“SKT 해킹 사태는 그저 예고편”…천재 해커, 한국에 사이버재앙 경고 - 매일경제

못? 안!!",positive,0.6529757380485535
2025-07-01 16:06:01,skt웹툰 한참 안보고있다가 쇼메편 휙휙 보는데 걍너무감사하다 너무아름답고..우리킹자님 너무잘생겻고싸가지없고짱이다,positive,0.9940893650054932
2025-07-01 15:02:23,"통신사 SKT 쓰시는 폴짝님들
7.16일 티멤버쉽-티데이 혜택으로 시사회 응모 일정잡혀있네요
(이쪽 관계자0.1%도아님)
#안효섭 
#AHNHYOSEOP 
#전지적독자시점
#アンヒョソプ 
#安孝燮 

[T 멤버십] 럭키찬스 롯데시네마 <전지적 독자 시점> 시사회 응모 이벤트",negative,0.1653437614440918
2025-07-01 13:56:51,"보도자료 skt 홍보팀이 냈니? 
탈출하길 잘햇네",negative,0.07443463802337646
2025-07-01 13:40:41,인터넷 또 끊기고 쥘알... skt미쳣은요?,negative,0.3414490222930908
2025-07-01 10:35:10,지난 달 SKT에서 타 통신사로 66만명 이동. 5월 93만명에 비해서는 줄었지만 여전히 사고 이전 평균(50만 수준)보다는 높다고. 아쉽게도 알뜰폰은 하나로 뭉뚱그려져 있어서 어떻게 바뀌었는지 모르겠네요.,positive,0.8072346448898315
2025-07-01 10:31:18,"skt이시면 포디 스엑 언제나 조조가격으로 예매 가능합니닷,,,,",negative,0.2503661513328552
