created_at,text,sentiment,score
2025-04-29 23:59:12,"ㅋㅋㅋㅋㅋ SKT 해킹은 새벽부터 나가서 유심교체하려고 난리면서 정작 주권침해가 의심되어도 음모론 취급하는게 웃기네용 ㅋㅋㅋ

김건희 공천개입의혹 사건에 분노하고 명태균에 분노하면서 정작 자신의 주권행사의 부정에 대한 분노는 없죠 ㅋㅋㅋㅋ 진짜 모순지린당",negative,0.45106828212738037
2025-04-29 23:54:14,"솔직히 SKT에서 번호이동하는사람들 위약금 전액 면제해주고 SKT에 과징금 5조 때리고, 영업정지 2년 때리고 남아있는 고객들에게는 통신비 90% 감면 하라고 정부에서 지시해야하는거 아님?!",negative,0.14336645603179932
2025-04-29 23:50:55,"대환영. . .
Skt최태원 같은것들이. . . .C8",positive,0.6939913630485535
2025-04-29 23:50:45,"[중앙집권적 본인인증 시스템의 붕괴: SKT USIM 해킹과 교훈]

국가가 통제하는 신원인증 체계의 취약성이 또 한번 드러났습니다. SKT의 USIM 해킹 사태는 단순한 기업의 관리 부실이 아니라, 중앙집권화된 신원확인 시스템이라는 구조적 모순의 필연적 결과입니다. 이 사태의 본질을 분석해",positive,0.7306987047195435
2025-04-29 23:47:09,SKT의 유심칩 제공해주는데는 코나아이라는 거에서부터 의심스럽죠.,negative,0.31134092807769775
2025-04-29 23:45:48,괴출 최신화 댓글에 김솔음 SKT면 유심 갈아야한다고 빨리 집에 보내달라는 베댓이 왤케 웃기지,negative,0.030280590057373047
2025-04-29 23:44:51,"저는 다 까서 skt 정신 좀 차렸으면 좋습니다.

그러려면 정부가 해야되는데,,,",negative,0.3773133158683777
2025-04-29 23:31:21,"skt 유심보호서비스 가입하신분들은
sim 핀 번호 꼭 잊지 마시긔.......",negative,0.40902000665664673
2025-04-29 23:30:47,폰 자체 하단바랑 트위터 하단바 겹치는 오류가 안풀리는데 나 skt라 재부팅을 못하는중,negative,0.4236717224121094
2025-04-29 23:30:19,KT·LGU+ 이어 SKT까지…반복되는 해킹에 통신사 책임론 부상 : 네이트 뉴스.   개후진국 개판민국답게 개피보는건 호구국민들뿐 이고 정작 책임을 져야하는 해당기업들은 정신줄 놔버림.,negative,0.22090905904769897
2025-04-29 23:28:17,오늘자 SKT,positive,0.663631021976471
2025-04-29 23:28:01,#SKT 가 내부에 간첩같은게 있다? 그런 의문 #음모론  있을수있지 충분히 그렇게 의심할수있지 구조적으로 외부에서 해킹시도자체는 가능하지만 그정도 데이터면 금방감지됬을거니 내부에도 문제가있었을건 확실히 맞는거같은데 결국 누군가의 의도이냐 부주의냐 차이인거지,negative,0.27095645666122437
2025-04-29 23:27:47,"SKT 문제만 아니면 되는건 아닌데;;

부고 등 링크 달린 문자 잘못 누르면 이정도로 큰일 날 수 있구나. 배웠음.

5000만원 털린 SKT 사용자 “유심 해킹 아닌 부고 문자 잘못 눌러서…”",positive,0.5609214901924133
2025-04-29 23:26:59,다들 어떻게 생각하시는지… 아이폰 통화 녹음 때문에 SKT 아니면 LG인데 어디로 가는게 좋을까요 ㅜㅜ 가급적이면 쓰던거 쓰고 싶어서 SKT 남고 싶은데 얘네 후속 대처가 영.. 아니어서 고민되네요..,negative,0.34495019912719727
2025-04-29 23:26:44,"SKT 유심 무료교체 신청 페이지 진짜 대충 만들었네.
피싱 사이트에서나 할 실수를 한 것을 보면, 어지간히 급했나봐요.

생년월일 입력 부분이 ""주민번호 앞 7자리""로 되어있는데 저 부분에는 6자리까지만 입력 가능하고,
앞자리에 해당하지는 않는 7번째 글자는 따로 분리된 뒷부분에 입력해야 해요",negative,0.013527154922485352
2025-04-29 23:25:35,"SKT, LG, KT 이들이 가만히 있을까",positive,0.8321446180343628
2025-04-29 23:24:03,하지만 파트너가 skt죠?,negative,0.07686632871627808
2025-04-29 23:23:22,근데 해외에있는 skt 유저는 어케해야함도대체ㅠ,positive,0.6064941883087158
2025-04-29 23:22:55,skt인터넷도처느리신데요?ㅜㅜ skt씨발놈들아...,negative,0.300992488861084
2025-04-29 23:21:17,"하필 대선을 코앞에 두고 skt사태와 고용정보원유출사태가 터지니

이를 악용하여 남의 당 남의 텐트 경선까지 개입해 대선에서 맞붙을 상대를 만들어낼 수도 있지 않을까 하는 불안감이 있네요..",negative,0.12268084287643433
2025-04-29 23:20:21,"과거 KT,U+ 해킹 당했던 사건들은 지금 SKT에 비하면 애들 장난이였네...ㅎㄷㄷㄷ
SKT는 가입자 손해배상 책임지고 문닫아라.",negative,0.4823452830314636
2025-04-29 23:18:52,“LG유플러스 때보다 훨씬 클 것”…SKT 과징금 규모 질문에 답한 개인정보위 (출처 : 매일경제 | 네이버 뉴스),positive,0.9236459732055664
2025-04-29 23:18:06,SKT 유심 사태후 어머니가 각종 부가서비스 이용으로 약 4만4000원 요금을 더 내고 있었다는 사실을 알게된 사용자의 글,negative,0.3080631494522095
2025-04-29 23:16:08,진짜 skt이걸준다고요? Made in china인데??,negative,0.14578980207443237
2025-04-29 23:15:22,"Skt 사용자인데 갑자기 '&lt;데이터로밍무조건차단&gt; 부가서비스가 해지되었습니다.'라고 메시지 와서 나도 폰 털린 건가!! 해서 바로 티월드 들어가서 다시 신청하려고 보니, 이거보다 더 쎈 '로밍완전차단'으로 자동가입 되어있음
전자가 데이터만 차단한다면 후자는 메시지랑 전화까지 차단",positive,0.697474479675293
2025-04-29 23:15:15,약정 끝나면 kt로 넘어갈까. 인터넷 무선통신까지 싹 다 갈아타는게 좋을 것 같다. SKT는 성의 없는 대처에 실망했다.,negative,0.3042055368423462
2025-04-29 23:13:53,[IT진맥] '저 바쁘거든요'...SKT 대리점 직원 불친절에 '유심' 묻던 70대 노인이 돌아섰다,negative,0.4893578290939331
2025-04-29 23:13:30,Skt인 서진쟝은 슬픈거시야요,positive,0.9621482491493225
2025-04-29 23:09:40,"SKT는 이번기회에 좀 콧대가 꺾일 필요가 있긴하다.
아직도 사고수습대처를 돈이랑 저울질 하고 있음.

LGT, KT 랑 물들어 올때 노저어야지...사실 거기도 낙원은 아니지만.",negative,0.33379387855529785
2025-04-29 23:07:45,SKT는 그냥 사이트 들어가서 이심발급 딸깍하면 되니까 이거보다는 잘 해결되리라고 믿습니다... 솔직히 본사도 줄 엄청 서 있을 것 같아서 무서워요,negative,0.19204479455947876
